chrom	length	bases	mean	min	max
SCAF_1	5574741	404307295	72.52	0	4374
SCAF_1_region	5574741	404307295	72.52	0	4374
SCAF_2	4079479	305022290	74.77	0	3553
SCAF_2_region	4079479	305022290	74.77	0	3553
SCAF_3	3666439	263444378	71.85	0	6164
SCAF_3_region	3666439	263444378	71.85	0	6164
SCAF_4	2601389	216541281	83.24	0	3345
SCAF_4_region	2601389	216541281	83.24	0	3345
SCAF_5	2032088	151763997	74.68	0	2545
SCAF_5_region	2032088	151763997	74.68	0	2545
SCAF_6	1976889	158352932	80.10	0	3020
SCAF_6_region	1976889	158352932	80.10	0	3020
SCAF_7	1932263	143518460	74.27	0	1316
SCAF_7_region	1932263	143518460	74.27	0	1316
SCAF_8	1669080	118782123	71.17	0	2334
SCAF_8_region	1669080	118782123	71.17	0	2334
SCAF_9	1646134	121421720	73.76	0	2032
SCAF_9_region	1646134	121421720	73.76	0	2032
SCAF_10	1570817	119999168	76.39	0	1904
SCAF_10_region	1570817	119999168	76.39	0	1904
SCAF_11	1437752	116743238	81.20	0	5905
SCAF_11_region	1437752	116743238	81.20	0	5905
SCAF_12	978195	82374144	84.21	0	238734
SCAF_12_region	978195	82374144	84.21	0	238734
SCAF_13	598471	27053252	45.20	0	5072
SCAF_13_region	598471	27053252	45.20	0	5072
SCAF_14	247525	75700219	305.83	0	4841
SCAF_14_region	247525	75700219	305.83	0	4841
SCAF_15	224905	165299	0.73	0	12
SCAF_15_region	224905	165299	0.73	0	12
SCAF_16	181804	608953	3.35	0	2807
SCAF_16_region	181804	608953	3.35	0	2807
SCAF_17	176395	145275	0.82	0	9
SCAF_17_region	176395	145275	0.82	0	9
SCAF_18	160122	42620	0.27	0	8
SCAF_18_region	160122	42620	0.27	0	8
SCAF_19	139354	16581	0.12	0	5
SCAF_19_region	139354	16581	0.12	0	5
SCAF_20	131876	97742	0.74	0	20
SCAF_20_region	131876	97742	0.74	0	20
SCAF_21	130124	156292	1.20	0	70
SCAF_21_region	130124	156292	1.20	0	70
SCAF_22	121580	118269	0.97	0	10
SCAF_22_region	121580	118269	0.97	0	10
SCAF_23	117381	83131	0.71	0	13
SCAF_23_region	117381	83131	0.71	0	13
SCAF_24	115879	63600	0.55	0	7
SCAF_24_region	115879	63600	0.55	0	7
SCAF_25	115495	97765	0.85	0	10
SCAF_25_region	115495	97765	0.85	0	10
SCAF_26	113072	81740	0.72	0	8
SCAF_26_region	113072	81740	0.72	0	8
SCAF_27	110609	3310797	29.93	0	4064
SCAF_27_region	110609	3310797	29.93	0	4064
SCAF_28	109542	33007	0.30	0	10
SCAF_28_region	109542	33007	0.30	0	10
SCAF_29	108319	5767732	53.25	0	1123
